B,G,R,S
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
205,204,170,2
205,204,170,2
205,204,170,2
205,204,170,2
205,204,170,2
205,204,170,2
205,204,170,2
205,204,170,2
204,203,169,2
205,204,170,2
206,205,171,2
203,202,168,2
199,198,164,2
197,196,162,2
198,197,163,2
202,198,163,2
200,196,161,2
197,195,161,2
198,196,162,2
202,199,168,2
203,200,169,2
201,199,169,2
200,198,168,2
197,196,170,2
197,196,170,2
196,196,172,2
196,196,172,2
192,194,172,2
189,190,170,2
186,187,167,2
183,185,166,2
179,181,169,2
174,178,167,2
167,171,165,2
164,167,165,2
159,161,162,2
153,154,158,2
144,145,155,2
139,139,151,2
136,135,151,2
125,125,141,2
110,110,128,2
94,97,112,2
85,87,105,2
81,84,99,2
79,84,99,2
81,85,96,2
78,81,89,2
73,78,81,2
68,71,75,2
66,70,71,2
77,80,78,2
94,98,93,2
110,113,104,2
119,121,109,2
126,126,112,2
128,130,111,2
136,138,116,2
138,139,113,2
147,146,118,2
148,148,118,2
147,148,116,2
167,168,134,2
184,182,148,2
186,184,149,2
188,186,151,2
191,189,154,2
194,192,157,2
196,194,159,2
198,196,161,2
198,196,161,2
200,198,163,2
200,198,163,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
203,200,162,2
202,199,161,2
200,198,158,2
203,201,160,2
205,203,162,2
190,189,145,2
170,170,124,2
162,162,116,2
166,166,118,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,165,115,2
164,165,115,2
165,166,116,2
165,166,116,2
166,167,117,2
166,167,117,2
168,169,119,2
165,166,116,2
159,161,109,2
155,157,105,2
154,156,104,2
155,157,105,2
156,158,106,2
157,159,107,2
157,156,106,2
159,158,108,2
160,159,109,2
150,149,99,2
136,135,85,2
134,133,83,2
138,137,87,2
134,133,83,2
138,137,87,2
136,135,85,2
136,135,85,2
139,138,88,2
141,139,91,2
140,138,90,2
139,137,89,2
137,137,91,2
150,151,107,2
158,160,118,2
166,167,127,2
165,166,126,2
160,161,122,2
159,160,121,2
163,163,127,2
167,167,131,2
162,163,129,2
160,161,127,2
158,159,127,2
157,158,126,2
156,156,126,2
157,157,127,2
158,157,129,2
157,159,129,2
154,157,125,2
150,156,121,2
151,157,122,2
154,161,124,2
155,163,123,2
153,160,123,2
153,158,126,2
155,159,130,2
155,157,135,2
147,147,131,2
71,70,60,2
6,4,0,2
2,2,0,2
5,4,0,2
4,3,0,2
3,4,0,2
23,23,5,2
36,37,17,2
50,50,36,2
54,53,43,2
6,5,1,2
2,0,0,2
0,0,0,2
1,1,1,2
0,2,0,2
0,2,0,2
1,2,0,2
1,2,0,2
1,1,1,2
1,1,1,2
3,0,2,2
3,1,1,2
3,2,0,2
7,7,1,2
6,7,5,2
3,3,3,2
0,0,3,2
0,0,5,2
0,0,8,2
0,0,5,2
3,2,6,2
2,2,2,2
5,2,0,2
19,19,7,2
45,44,24,2
56,57,31,2
63,64,32,2
71,73,44,2
62,65,50,2
32,35,26,2
5,8,0,2
0,3,0,2
11,12,2,2
31,34,19,2
49,51,32,2
53,57,32,2
54,59,28,2
54,61,24,2
56,62,21,2
56,63,20,2
58,62,21,2
58,61,22,2
58,60,24,2
58,60,24,2
60,63,24,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
58,62,21,2
58,62,21,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,23,2
61,65,23,2
61,66,21,2
61,66,21,2
61,66,21,2
62,67,22,2
62,67,22,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,67,26,2
63,67,26,2
63,67,26,2
63,67,26,2
63,67,25,2
63,67,25,2
63,67,25,2
63,67,25,2
64,68,26,2
64,68,26,2
64,68,26,2
65,69,27,2
64,69,24,2
64,69,24,2
63,68,23,2
64,67,21,2
70,72,26,2
72,75,26,2
73,76,27,2
73,76,27,2
71,73,27,2
69,71,25,2
69,71,25,2
69,71,25,2
70,72,26,2
70,72,26,2
69,70,26,2
69,70,26,2
68,69,25,2
67,68,24,2
66,67,23,2
66,67,23,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
69,69,23,2
69,69,23,2
70,70,24,2
71,71,25,2
72,72,26,2
73,73,27,2
73,73,27,2
73,73,27,2
77,77,29,2
78,78,30,2
79,79,31,2
80,80,32,2
82,82,34,2
83,83,35,2
84,84,36,2
84,85,35,2
87,88,38,2
87,89,37,2
88,90,38,2
89,91,39,2
90,92,40,2
91,93,41,2
92,94,42,2
92,94,42,2
90,92,40,2
90,92,40,2
91,93,41,2
91,93,41,2
92,94,42,2
93,95,43,2
93,95,43,2
93,95,43,2
96,95,44,2
97,96,45,2
97,96,45,2
98,97,46,2
99,98,47,2
99,98,47,2
100,99,48,2
100,99,48,2
101,100,49,2
98,97,46,2
108,107,56,2
137,136,85,2
188,187,136,2
183,182,131,2
184,183,132,2
184,183,133,2
181,181,135,2
181,180,136,2
181,180,136,2
181,180,136,2
181,180,136,2
181,180,136,2
181,181,135,2
181,181,135,2
181,181,135,2
181,181,135,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
181,182,132,2
181,181,133,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
98,195,191,2
92,189,185,2
109,206,202,2
97,194,190,2
114,211,207,2
103,203,198,2
85,190,187,2
91,198,195,2
104,211,208,2
99,206,203,2
94,201,198,2
97,204,201,2
93,198,195,2
92,197,194,2
99,202,199,2
105,208,205,2
112,213,211,2
107,208,206,2
114,215,213,2
111,212,210,2
93,194,192,2
110,211,209,2
96,199,194,2
106,209,204,2
101,204,199,2
111,214,209,2
102,204,199,2
115,217,212,2
100,202,197,2
111,213,208,2
115,217,212,2
113,215,210,2
115,217,212,2
114,216,211,2
114,214,209,2
118,218,213,2
120,220,215,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,174,133,2
86,67,240,2
89,65,243,2
90,65,247,2
93,64,251,2
92,65,252,2
92,67,249,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
93,68,250,2
92,67,249,2
92,67,247,2
91,66,246,2
91,67,245,2
92,69,245,2
94,68,245,2
95,71,243,2
106,82,254,2
104,81,250,2
110,85,253,2
101,77,243,2
102,78,244,2
102,78,242,2
93,68,232,2
112,87,251,2
103,78,246,2
112,87,255,2
91,68,237,2
88,64,236,2
93,68,242,2
89,63,240,2
93,68,248,2
90,65,245,2
169,167,119,2
169,167,119,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
169,168,118,2
169,168,118,2
169,168,118,2
169,168,118,2
168,167,117,2
168,167,117,2
168,167,117,2
167,166,116,2
167,166,116,2
167,166,116,2
168,167,117,2
168,167,117,2
167,166,116,2
167,166,116,2
166,165,115,2
166,165,115,2
165,164,114,2
165,164,114,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
204,202,171,2
205,203,172,2
206,204,173,2
203,201,170,2
199,197,166,2
197,195,164,2
198,197,163,2
201,197,162,2
199,195,160,2
197,195,161,2
199,197,163,2
203,200,169,2
205,202,171,2
203,201,171,2
202,200,170,2
200,199,173,2
200,199,173,2
198,198,174,2
197,197,173,2
196,195,174,2
193,192,171,2
189,190,170,2
186,188,169,2
181,184,169,2
176,180,169,2
171,173,167,2
168,169,165,2
162,164,164,2
158,160,161,2
152,151,160,2
145,146,156,2
142,142,156,2
135,136,150,2
122,122,138,2
107,108,122,2
92,95,110,2
85,88,102,2
84,87,101,2
86,91,100,2
82,86,91,2
84,87,91,2
83,87,88,2
81,86,85,2
88,91,89,2
101,105,99,2
119,123,112,2
131,134,119,2
139,140,124,2
139,141,121,2
147,149,127,2
152,153,127,2
164,163,135,2
167,167,137,2
164,165,133,2
177,178,144,2
187,185,151,2
188,186,151,2
191,189,154,2
193,191,156,2
196,194,159,2
198,196,161,2
199,197,162,2
200,198,163,2
200,198,163,2
200,198,163,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
202,199,161,2
202,199,161,2
200,198,158,2
203,201,160,2
204,202,161,2
188,187,143,2
169,169,123,2
164,164,118,2
166,166,118,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,116,2
164,164,116,2
165,166,116,2
165,166,116,2
166,167,117,2
166,167,117,2
168,169,119,2
166,167,117,2
163,165,113,2
159,161,109,2
156,158,106,2
155,157,105,2
156,158,106,2
157,159,107,2
157,156,105,2
159,158,107,2
160,159,108,2
150,149,98,2
136,135,84,2
134,133,82,2
138,137,87,2
134,133,83,2
138,137,87,2
138,137,87,2
138,137,87,2
136,135,85,2
135,134,84,2
132,131,81,2
123,122,72,2
113,113,65,2
130,131,87,2
135,137,95,2
145,147,105,2
154,156,114,2
158,159,119,2
159,160,120,2
161,162,123,2
164,165,126,2
160,162,126,2
159,160,126,2
159,160,128,2
158,159,127,2
158,159,127,2
158,159,127,2
158,158,128,2
157,159,129,2
154,157,125,2
152,158,123,2
153,159,124,2
155,162,125,2
155,162,125,2
153,160,123,2
152,157,125,2
154,158,129,2
158,160,138,2
131,131,115,2
20,19,9,2
4,2,0,2
5,2,0,2
7,4,0,2
7,7,1,2
9,10,0,2
33,33,15,2
43,45,23,2
54,55,39,2
62,62,50,2
5,5,0,2
2,0,0,2
0,0,0,2
2,2,2,2
0,2,0,2
0,2,0,2
1,2,0,2
1,2,0,2
1,1,1,2
1,1,1,2
3,0,2,2
3,0,2,2
2,0,0,2
4,2,1,2
2,3,1,2
1,1,1,2
0,0,3,2
0,1,5,2
0,0,6,2
0,0,4,2
0,0,1,2
6,7,3,2
13,11,3,2
29,29,15,2
58,57,37,2
64,65,39,2
65,65,35,2
73,74,48,2
40,43,28,2
9,11,5,2
0,2,0,2
2,5,0,2
3,4,0,2
20,23,8,2
47,49,30,2
53,57,32,2
55,60,29,2
55,62,25,2
56,62,21,2
56,63,20,2
58,62,21,2
58,61,22,2
58,60,24,2
58,60,24,2
60,63,24,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,23,2
61,65,23,2
61,66,21,2
61,66,21,2
61,66,21,2
62,67,22,2
62,67,22,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
65,66,26,2
65,66,26,2
65,66,26,2
65,66,26,2
65,67,25,2
65,67,25,2
65,67,25,2
65,67,25,2
66,68,26,2
66,68,26,2
65,68,23,2
65,68,23,2
66,69,24,2
66,69,24,2
66,69,24,2
67,70,24,2
72,74,28,2
74,77,28,2
76,79,30,2
75,78,29,2
73,75,29,2
70,72,26,2
67,69,23,2
66,68,22,2
69,71,25,2
69,71,25,2
69,71,25,2
68,70,24,2
68,69,25,2
67,68,24,2
67,68,24,2
67,68,24,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
69,69,23,2
69,69,23,2
70,70,24,2
70,70,24,2
70,70,24,2
70,70,24,2
70,70,24,2
70,70,24,2
73,73,25,2
73,73,25,2
74,74,26,2
75,75,27,2
76,76,28,2
78,78,30,2
78,78,30,2
79,80,30,2
83,84,34,2
84,86,34,2
85,87,35,2
86,88,36,2
88,90,38,2
90,92,40,2
91,93,41,2
91,93,41,2
91,93,41,2
91,93,41,2
92,94,42,2
93,95,43,2
94,96,44,2
95,97,45,2
96,98,46,2
96,98,46,2
97,96,45,2
98,97,46,2
98,97,46,2
99,98,47,2
100,99,48,2
100,99,48,2
101,100,49,2
101,100,49,2
100,99,48,2
100,99,48,2
107,106,55,2
103,102,51,2
172,171,120,2
184,183,132,2
185,184,133,2
182,181,131,2
181,181,135,2
181,180,136,2
181,180,136,2
181,180,136,2
181,180,136,2
181,180,136,2
181,181,135,2
181,181,135,2
181,181,135,2
181,181,135,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,180,135,2
183,180,135,2
182,179,134,2
182,179,134,2
181,178,133,2
181,178,133,2
180,177,133,2
179,176,132,2
179,176,132,2
178,175,131,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
178,174,133,2
86,66,242,2
89,64,244,2
90,65,245,2
93,65,249,2
91,66,248,2
92,67,249,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
90,68,247,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
93,68,250,2
92,67,249,2
92,67,247,2
91,66,246,2
91,67,245,2
92,69,245,2
94,68,245,2
95,71,243,2
107,83,255,2
104,81,250,2
109,84,252,2
99,75,241,2
101,77,243,2
101,77,241,2
93,68,232,2
112,87,251,2
102,77,245,2
112,87,255,2
91,68,237,2
88,64,236,2
94,69,243,2
90,64,241,2
93,68,248,2
89,64,244,2
169,167,119,2
169,167,119,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
169,168,118,2
169,168,118,2
169,168,118,2
169,168,118,2
168,167,117,2
168,167,117,2
168,167,117,2
167,166,116,2
167,166,116,2
167,166,116,2
168,167,117,2
168,167,117,2
167,166,116,2
167,166,116,2
166,165,115,2
165,164,114,2
165,164,114,2
165,164,114,2
164,163,113,2
164,163,113,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
162,161,111,2
162,161,111,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,112,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
205,203,172,2
204,202,171,2
205,203,172,2
206,204,173,2
203,201,170,2
199,197,166,2
197,195,164,2
198,196,165,2
199,197,163,2
200,196,161,2
198,196,162,2
200,198,164,2
203,200,169,2
204,201,170,2
203,201,171,2
203,201,171,2
201,200,172,2
201,200,174,2
199,199,175,2
198,198,174,2
196,195,174,2
195,194,173,2
191,192,172,2
189,191,172,2
183,186,171,2
177,181,169,2
172,175,166,2
169,171,165,2
166,167,165,2
160,162,162,2
154,155,159,2
150,149,158,2
140,139,149,2
134,134,146,2
127,127,139,2
114,116,127,2
103,105,116,2
94,98,109,2
93,95,105,2
94,97,105,2
90,93,97,2
95,99,100,2
99,104,103,2
100,105,103,2
106,110,105,2
117,120,111,2
129,131,119,2
135,138,123,2
142,144,125,2
143,144,124,2
157,157,133,2
163,164,138,2
172,171,143,2
177,178,146,2
174,175,143,2
185,184,150,2
189,187,152,2
190,188,153,2
192,190,155,2
194,192,157,2
197,195,160,2
198,196,161,2
199,197,162,2
200,198,163,2
200,198,163,2
200,198,163,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
202,199,161,2
201,198,160,2
200,198,158,2
203,201,160,2
202,200,159,2
184,183,139,2
167,167,121,2
165,165,119,2
166,166,118,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,116,2
164,164,116,2
165,166,116,2
165,166,116,2
166,167,117,2
166,167,117,2
167,168,118,2
167,168,118,2
166,168,116,2
162,164,112,2
158,160,108,2
155,157,105,2
156,158,106,2
157,159,107,2
157,156,105,2
159,158,107,2
160,159,108,2
150,149,98,2
136,135,84,2
134,133,82,2
138,137,87,2
134,133,83,2
137,136,86,2
138,137,87,2
137,136,86,2
134,133,83,2
135,134,84,2
136,135,85,2
128,127,77,2
115,115,67,2
110,111,67,2
108,110,68,2
118,120,78,2
141,143,101,2
161,162,122,2
165,166,126,2
161,162,123,2
157,158,119,2
156,158,122,2
157,159,123,2
159,160,126,2
161,162,130,2
161,162,130,2
160,161,129,2
158,159,127,2
155,158,126,2
157,160,128,2
156,162,127,2
156,163,126,2
155,162,125,2
154,161,124,2
152,158,123,2
152,157,126,2
153,156,130,2
156,157,137,2
99,98,84,2
4,3,0,2
8,6,0,2
4,1,0,2
5,2,0,2
15,15,9,2
25,25,13,2
43,44,24,2
51,53,31,2
60,62,43,2
67,67,55,2
6,7,0,2
5,4,0,2
1,2,0,2
1,1,1,2
0,2,0,2
0,2,0,2
1,2,0,2
1,2,0,2
1,1,1,2
1,1,1,2
3,0,4,2
3,0,2,2
3,1,1,2
2,0,0,2
0,0,0,2
0,0,1,2
0,0,1,2
0,1,2,2
0,1,2,2
0,0,0,2
0,1,0,2
11,11,5,2
29,29,17,2
43,44,28,2
56,57,37,2
67,68,42,2
71,70,42,2
67,67,43,2
12,14,2,2
0,2,0,2
3,4,0,2
9,11,5,2
2,3,0,2
6,8,0,2
35,36,20,2
57,61,36,2
56,61,30,2
55,62,25,2
56,62,21,2
56,63,20,2
57,61,20,2
58,62,21,2
58,61,22,2
58,61,22,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
59,63,22,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,23,2
61,65,23,2
61,66,21,2
62,67,22,2
62,67,22,2
62,67,22,2
62,67,22,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
65,67,25,2
65,66,26,2
65,66,26,2
65,66,26,2
65,67,25,2
65,67,25,2
65,67,25,2
65,67,25,2
66,68,26,2
66,68,26,2
65,68,23,2
65,68,23,2
66,69,24,2
67,70,25,2
69,72,27,2
70,73,27,2
75,77,31,2
76,79,30,2
78,81,32,2
77,80,31,2
75,77,31,2
71,73,27,2
67,69,23,2
65,67,21,2
68,70,24,2
68,70,24,2
68,70,24,2
68,70,24,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
69,70,26,2
69,70,26,2
69,70,26,2
69,70,26,2
69,70,26,2
69,70,26,2
69,70,26,2
69,70,26,2
71,71,25,2
71,71,25,2
71,71,25,2
71,71,25,2
71,71,25,2
71,71,25,2
71,71,25,2
72,72,26,2
72,72,24,2
73,73,25,2
73,73,25,2
74,74,26,2
76,76,28,2
77,77,29,2
77,77,29,2
78,79,29,2
77,79,27,2
78,80,28,2
79,81,29,2
80,82,30,2
82,84,32,2
83,85,33,2
84,86,34,2
85,87,35,2
89,91,39,2
89,91,39,2
90,92,40,2
91,93,41,2
93,95,43,2
94,96,44,2
94,96,44,2
95,97,45,2
98,97,46,2
98,97,46,2
99,98,47,2
100,99,48,2
101,100,49,2
102,101,50,2
102,101,50,2
103,102,51,2
102,101,50,2
106,105,54,2
103,102,51,2
100,99,48,2
139,138,87,2
189,188,137,2
184,183,132,2
182,181,131,2
181,181,135,2
181,180,136,2
181,180,136,2
181,180,136,2
181,180,136,2
181,180,136,2
181,181,135,2
181,181,135,2
181,181,135,2
181,181,135,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
181,181,133,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,180,135,2
183,180,135,2
184,181,136,2
184,181,136,2
183,180,135,2
182,179,134,2
181,178,134,2
180,177,133,2
180,177,133,2
179,176,132,2
178,175,131,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
180,177,133,2
179,176,132,2
179,176,132,2
179,176,132,2
